,X1G-01,X1G-02,X1G-03,X1G-04,X1G-05,X1G-06,X1G-07,X1G-08,X1G-09,X1G-10,X1G-11,X1G-12,X1G-13,X1G-14,X1G-15,X1N-01,X1N-02,X1N-03,X1N-04,X1N-05,X1N-06,X1N-07,X1N-08,X1N-09,X1N-10,X1N-11,X1N-12,X1N-13,X1N-14,X1T-01,X1T-02,X1T-03,X1T-04,X1T-05,X1T-06,X1T-07,X1T-08,X1T-09,X1T-10,X1T-11,X1T-12,X1T-13,X1T-14,X1T-15,X1T-16,X1T-17,X1T-18,X1T-19,X1T-20,X1T-21,X1T-22,X1T-23,X1T-24,X1T-25,X1T-26,X1T-27,X1T-28,X1T-29,X1T-30,X1T-31,X1T-32,X1T-33,X1T-34,X1T-35,X1T-36,X1T-37,X1T-38,X1T-39,X1T-40,X1T-41,X1T-42,X1T-43,X1T-44,X2G-01,X2G-02,X2G-03,X2G-04,X2G-05,X2G-07,X2G-08,X2G-09,X2G-10,X2G-11,X2G-12,X2G-13,X2G-14,X2G-15,X2N-01,X2N-02,X2N-03,X2N-04,X2N-05,X2N-06,X2N-07,X2N-08,X2N-09,X2N-10,X2N-11,X2N-12,X2N-13,X2N-14,X2T-01,X2T-02,X2T-03,X2T-04,X2T-05,X2T-06,X2T-07,X2T-08,X2T-09,X2T-10,X2T-11,X2T-12,X2T-13,X2T-14,X2T-15,X2T-16,X2T-17,X2T-18,X2T-19,X2T-20,X2T-21,X2T-22,X2T-23,X2T-24,X2T-25,X2T-26,X2T-27,X2T-28,X2T-30,X2T-31,X2T-32,X2T-33,X2T-34,X2T-35,X2T-36,X2T-37,X2T-38,X2T-39,X2T-41,X2T-42,X2T-44,X3G-01,X3G-02,X3G-03,X3G-04,X3G-05,X3G-06,X3G-07,X3G-08,X3G-09,X3G-10,X3G-11,X3G-12,X3G-13,X3G-14,X3G-15,X3N-01,X3N-02,X3N-03,X3N-04,X3N-05,X3N-06,X3N-07,X3N-08,X3N-09,X3N-10,X3N-11,X3N-12,X3N-13,X3N-14,X3T-01,X3T-02,X3T-03,X3T-04,X3T-05,X3T-06,X3T-07,X3T-08,X3T-09,X3T-10,X3T-11,X3T-12,X3T-13,X3T-14,X3T-15,X3T-16,X3T-17,X3T-18,X3T-19,X3T-20,X3T-21,X3T-22,X3T-23,X3T-24,X3T-25,X3T-26,X3T-27,X3T-28,X3T-29,X3T-30,X3T-31,X3T-32,X3T-33,X3T-34,X3T-35,X3T-36,X3T-37,X3T-38,X3T-39,X3T-40,X3T-41,X3T-42,X3T-43,X3T-44
ZOTU40,19,1,1,3,0,0,0,0,0,0,0,0,0,6589,2,0,2,0,1,0,1,1,333,917,0,5,3,0,0,12,0,36,1,5,1,1,5404,4,0,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,3,48,26,61,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2088,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,64,0,51,56,57,0,0,1086,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ZOTU138,14,207,95,210,47,82,56,43,96,227,99,258,91,0,224,9,45,1,210,59,29,139,94,106,140,141,194,80,79,13,53,6,7,157,250,10,187,4,83,30,273,227,0,144,59,58,118,60,51,81,405,65,221,108,0,205,109,0,29,98,150,72,95,169,112,4,0,55,14,191,25,22,0,0,0,0,0,0,0,0,0,0,0,0,16,176,201,162,14,0,100,36,140,198,163,209,191,0,96,1,49,0,159,56,55,139,138,219,348,105,28,69,36,1,85,0,2,6,123,1,212,219,188,5,458,171,48,63,33,227,34,99,42,93,48,102,74,89,156,0,168,97,25,168,253,209,39,5,120,15,26,111,167,194,323,0,177,4,53,0,81,52,133,120,34,36,330,1,103,65,59,3,20,0,0,1,84,1,241,129,141,7,284,107,86,54,49,40,190,41,20,16,119,14,79,27,37,116,20,0,41,82,72,104,42,156,44,34,53,180,2,211,105,2,0
ZOTU214,87,0,0,0,8,0,0,8,0,0,0,0,0,0,0,135,23,0,0,0,0,0,0,0,0,0,0,0,0,76,0,119,120,1,0,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,7,0,0,10,0,0,0,0,0,0,0,241,96,0,0,12,0,0,0,0,0,0,0,0,0,43,0,272,31,60,0,17,0,0,0,107,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,6,0,0,7,1,0,0,0,0,0,0,57,76,0,0,13,0,0,0,0,0,0,1,0,0,105,0,104,201,151,0,63,0,0,0,165,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU245,192,0,0,0,66,0,0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,102,120,32,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,132,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,9,88,186,124,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,116,0,0,221,71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,106,191,235,216,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU208,72,0,0,0,19,0,0,3,0,0,0,0,0,0,0,34,5,0,0,12,0,0,0,0,0,0,0,0,0,37,0,47,69,4,0,17,0,0,0,11,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,6,0,0,23,0,0,0,0,0,0,0,19,30,0,1,20,0,0,0,0,0,0,0,0,0,21,0,22,33,34,0,8,0,0,0,35,0,0,0,0,0,0,37,0,31,0,0,0,0,0,0,0,0,1,96,0,0,0,15,0,0,1,2,0,0,0,0,0,0,17,46,0,0,18,0,0,0,0,0,0,0,0,0,22,3,13,54,22,0,28,0,0,0,17,0,0,0,0,0,23,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU151,20,0,0,0,15,0,4,4,0,0,0,0,0,0,0,63,20,0,0,21,0,0,0,0,0,0,1,1,0,32,0,46,32,12,0,21,0,0,0,21,0,0,0,0,0,9,0,4,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,10,0,0,4,0,0,0,0,0,0,0,61,45,0,0,23,0,0,0,0,0,0,0,0,0,21,1,55,34,55,0,15,0,0,1,39,0,0,0,0,0,0,60,0,44,0,0,0,0,0,0,0,0,0,94,0,0,0,4,0,2,5,0,0,0,0,0,0,0,17,25,0,0,34,0,0,0,0,0,0,1,0,0,21,0,18,38,36,0,22,1,0,0,25,0,0,0,0,0,34,0,65,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1
ZOTU23,19,4,1,61,66,4,179,1,82,71,161,8,30,10,2,3,29,8,5,69,15,51,81,32,44,58,1,0,0,31,78,108,11,64,114,83,9,143,108,5,0,0,1,137,2,70,154,5,38,81,3,3,68,40,0,145,161,211,144,12,134,24,17,6,59,414,1,109,134,121,8,211,12,0,1,0,0,0,0,0,0,0,0,0,2,2,202,133,112,95,22,15,80,1,8,101,66,7,122,2,88,1,81,27,56,2,217,200,125,71,1,51,213,34,1,61,29,3,73,10,119,157,2,117,80,105,83,80,20,3,13,74,5,1,170,110,48,81,7,5,124,23,97,5,88,55,8,222,9,50,64,5,80,4,201,186,6,7,122,41,44,8,1,160,9,110,138,24,218,139,96,3,43,3,28,13,35,111,100,45,105,30,59,124,96,27,260,87,4,1,2,46,176,261,5,80,3,4,267,96,122,248,200,1,5,1,57,169,34,137,53,48,57,119,61
ZOTU133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,135,20,0,0,98,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,33,239,1,0,0
ZOTU24,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,162,0,0,0,0,0,1,0,3,0,1,1,3,1,351,1,320,2,317,2,4542,0,1,0,2227,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1043,115,0,0,3,0,0,1,0,0,0,0,0,0,0,0,77,34,468,0,100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,1,1,0,0,14,0,2,361,0,0,0,0,0,0,1,0,0,0,1,0,146,65,41,88,104,0,200,0,0,0,178,1,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ZOTU131,53,0,0,0,19,0,7,6,0,0,0,0,0,0,1,22,32,0,0,48,0,0,0,0,1,3,0,1,0,34,0,32,4,31,1,10,1,0,0,19,0,0,0,0,0,26,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,14,0,0,8,0,1,0,0,0,0,0,11,104,0,1,90,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,2,0,0,1,2,0,0,0,0,0,0,191,0,137,0,0,0,0,0,0,0,0,0,74,0,0,0,7,0,14,9,0,0,0,0,0,0,0,12,94,0,0,82,0,0,0,0,0,1,0,0,0,9,7,5,30,9,0,0,2,0,0,27,0,0,0,0,1,127,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ZOTU237,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,3,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,6,2,0,0,0,0,0,10,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,7,1,1,7,2,0,1,0,0,0,1,0,0,0,0,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU220,0,0,1,2,0,0,0,1,0,0,0,0,0,286,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,17,5,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,1,7,13,8,0,1,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU108,48,0,0,0,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,64,0,8,0,0,0,0,114,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,2,0,0,0,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,61,114,0,0,0,0,0,96,0,0,10,0,0,2,0,0,0,0,0,0,115,77,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,119,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,56,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78,0,0,0
ZOTU106,34,0,0,0,12,0,0,4,0,0,0,0,0,0,0,41,11,0,0,25,0,0,0,0,0,2,0,0,0,60,0,83,24,10,0,27,0,0,0,18,0,0,0,0,0,28,0,7,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,19,0,0,11,0,0,0,0,0,0,0,142,33,0,0,18,0,0,0,0,1,0,0,0,0,52,0,34,39,18,1,21,0,0,0,56,0,0,0,0,0,0,82,0,86,0,0,0,0,0,0,0,0,0,71,0,0,0,15,0,0,13,0,0,0,0,0,0,0,34,36,0,0,54,0,1,0,0,0,0,0,0,0,34,6,30,54,42,0,36,0,0,0,37,0,0,0,0,0,97,0,182,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU80,86,22,0,0,11,0,0,37,0,23,0,0,35,0,31,20,158,0,0,80,2,5,25,0,22,53,0,0,0,14,14,25,43,0,0,0,32,0,0,0,0,0,0,0,0,0,0,10,0,0,38,0,0,6,0,18,0,55,0,61,60,1,0,132,0,0,0,17,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,64,0,12,0,29,10,0,0,0,5,0,1,16,0,0,0,23,0,0,15,34,0,25,37,0,0,0,19,1,11,17,16,0,1,5,0,0,0,0,0,0,16,0,0,25,0,0,0,0,0,9,24,20,0,0,18,34,0,81,0,0,32,0,268,0,0,23,0,0,0,22,0,34,0,0,0,0,0,0,0,0,10,0,27,0,0,0,0,0,0,13,0,10,0,11,0,17,20,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,19,0,0,14,0,0,0
ZOTU72,43,20,0,0,5,0,0,37,0,21,0,0,13,0,13,16,109,0,0,47,3,6,17,0,10,30,0,0,0,2,19,14,41,0,0,0,22,0,0,0,3,0,0,0,0,0,0,12,1,0,32,0,0,3,0,24,0,40,0,35,31,0,0,64,0,0,0,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,61,0,11,0,19,11,0,0,0,6,0,5,7,0,0,0,13,0,0,17,39,0,20,28,0,0,0,19,2,12,17,10,0,0,7,0,0,0,0,0,0,6,0,0,23,0,0,0,0,0,6,12,6,0,0,12,27,0,41,0,0,8,0,218,0,0,20,0,0,0,5,0,15,0,0,0,0,0,0,0,0,6,0,19,0,0,0,0,0,0,4,0,5,0,4,0,11,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,22,0,0,15,0,0,0
ZOTU193,29,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,15,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,22,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,7,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU82,0,2,0,0,1,1,4972,72,2,1,0,0,1,861,106,4,0,0,3,0,1,0,0,142,483,0,1,0,0,13,4,76,0,0,1165,1,150,0,1,1,0,0,0,0,0,0,0,0,0,1,0,101,0,0,0,1,0,0,0,1,2,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,313,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,181,4,0,2,0,0,0,0,177,1,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,2914,0,226,0,0,2,0,0,0,1,0,0,1,4,0,0,0,0,0,285,0,0,0,1,3,2,2,1,0,0,977,3,0,5,0,0,0,0,0,79,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,283,1,638,0
ZOTU184,1,0,2,1,1,0,0,0,0,1,1,11,1,1,1,0,0,0,1,1,1,0,5,0,0,1,1,0,0,0,1,1,1,4,4,1,3,0,0,0,0,2,0,1,1,2,0,1,1,1,0,0,2,1,0,2,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,1,0,2,5,1,2,0,0,1,1,0,0,0,1,0,2,3,11,1,0,0,1,0,0,0,0,0,1,2,1,0,4,3,1,0,0,0,0,0,5,0,0,0,1,1,0,0,2,2,0,5,1,2,1,1,0,0,0,2,1,0,1,3,4,9,1,2,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,2,0,5,0,1,0,4,3,3,0,0,0,2,0,0,0,1,0,2,0,0,2,1,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0
ZOTU4,1460,617,217,4301,4077,5312,6879,122,2,1181,5,1229,84,313,2431,334,1300,10,6575,1043,401,336,2014,884,311,354,9551,3948,2251,331,344,70,297,176,862,6,761,915,790,2,2772,157,3,275,1766,694,469,0,1,1,1881,108,1037,254,2,2,2187,2,1905,1099,2898,3151,17742,1019,8248,4,3,2167,1068,421,241,1056,0,0,1,2,0,1,1,0,0,3,2,0,0,1,1,292,1,1,125,1,298,398,1,0,678,1020,1,58,0,2,405,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1313,0,0,1,358,247,658,0,1,217,1,0,1,2,3,1,1587,1,1223,1,1,1,0,1,1,1,2738,9,0,29656,378,111,3,120,1063,162,2147,434,778,1,1,3,2,1,450,819,1,0,261,2,599,1,2,2,5,0,181,0,122,1,181,413,577,0,1245,3,750,1,0,0,592,0,2,1,2,0,2329,1393,3,0,0,2,0,0,0,1,3,355,1,5,1,1,8,357,4,3,4476
ZOTU172,0,0,60,134,0,0,0,0,0,68,177,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,77,0,154,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0
ZOTU153,28,226,507,0,47,37,0,127,97,0,225,106,272,1,1,1,221,0,0,148,142,262,1,0,0,0,0,0,0,339,0,702,345,217,1048,0,1867,1,0,171,1541,1196,0,0,1,209,0,114,1020,0,0,0,1,1,0,0,1,0,0,0,0,686,97,424,1,1,0,465,0,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,327,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,30,0,0,0,0,0,169,0,0,0,0,348,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,62,0,0,0,1,296,2,50,78,0,0,106,196,379,0,0,1,364,1,0,0,0,0,0,0,0,0,1,0,2,134,0,241,47,126,303,279,452,0,0,0,207,1,0,0,0,205,0,297,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2820,1,1,1,0,0,527,2,1,0
ZOTU79,0,0,612,265,0,36,301,85,0,0,0,0,103,0,0,0,0,0,2,0,0,0,0,0,0,0,0,61,0,141,300,180,0,0,91,0,448,0,115,0,0,0,1,0,0,443,0,125,0,0,0,72,291,2,0,245,0,0,0,0,34,244,80,0,0,0,0,0,0,395,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,237,301,0,0,0,0,0,0,0,0,1,84,0,0,0,2,0,0,0,0,0,1,448,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,267,0,0,0,0,0,0,0,0,1,0,0,0,215,0,2,0,0,0,0,0,0,494,0,0,0,204,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,739,0,1,0,0,2,0,0
ZOTU29,0,139,0,0,0,0,0,1,0,74,0,155,0,1,0,0,0,1,118,30,59,0,0,0,0,0,234,58,0,0,0,0,0,0,145,1,1,1,0,0,0,1,0,0,0,0,0,0,341,0,196,0,0,0,0,0,0,0,0,239,100,197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,172,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163,0,159,0,0,0,0,0,0,0,0,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,1,0,0,0,2,347,0,0,1,295,278,0,0,0,0
