,X1G-01,X1G-02,X1G-03,X1G-04,X1G-05,X1G-06,X1G-07,X1G-08,X1G-09,X1G-10,X1G-11,X1G-12,X1G-13,X1G-14,X1G-15,X1N-01,X1N-02,X1N-03,X1N-04,X1N-05,X1N-06,X1N-07,X1N-08,X1N-09,X1N-10,X1N-11,X1N-12,X1N-13,X1N-14,X1T-01,X1T-02,X1T-03,X1T-04,X1T-05,X1T-06,X1T-07,X1T-08,X1T-09,X1T-10,X1T-11,X1T-12,X1T-13,X1T-14,X1T-15,X1T-16,X1T-17,X1T-18,X1T-19,X1T-20,X1T-21,X1T-22,X1T-23,X1T-24,X1T-25,X1T-26,X1T-27,X1T-28,X1T-29,X1T-30,X1T-31,X1T-32,X1T-33,X1T-34,X1T-35,X1T-36,X1T-37,X1T-38,X1T-39,X1T-40,X1T-41,X1T-42,X1T-43,X1T-44,X2G-01,X2G-02,X2G-03,X2G-04,X2G-05,X2G-07,X2G-08,X2G-09,X2G-10,X2G-11,X2G-12,X2G-13,X2G-14,X2G-15,X2N-01,X2N-02,X2N-03,X2N-04,X2N-05,X2N-06,X2N-07,X2N-08,X2N-09,X2N-10,X2N-11,X2N-12,X2N-13,X2N-14,X2T-01,X2T-02,X2T-03,X2T-04,X2T-05,X2T-06,X2T-07,X2T-08,X2T-09,X2T-10,X2T-11,X2T-12,X2T-13,X2T-14,X2T-15,X2T-16,X2T-17,X2T-18,X2T-19,X2T-20,X2T-21,X2T-22,X2T-23,X2T-24,X2T-25,X2T-26,X2T-27,X2T-28,X2T-30,X2T-31,X2T-32,X2T-33,X2T-34,X2T-35,X2T-36,X2T-37,X2T-38,X2T-39,X2T-41,X2T-42,X2T-44,X3G-01,X3G-02,X3G-03,X3G-04,X3G-05,X3G-06,X3G-07,X3G-08,X3G-09,X3G-10,X3G-11,X3G-12,X3G-13,X3G-14,X3G-15,X3N-01,X3N-02,X3N-03,X3N-04,X3N-05,X3N-06,X3N-07,X3N-08,X3N-09,X3N-10,X3N-11,X3N-12,X3N-13,X3N-14,X3T-01,X3T-02,X3T-03,X3T-04,X3T-05,X3T-06,X3T-07,X3T-08,X3T-09,X3T-10,X3T-11,X3T-12,X3T-13,X3T-14,X3T-15,X3T-16,X3T-17,X3T-18,X3T-19,X3T-20,X3T-21,X3T-22,X3T-23,X3T-24,X3T-25,X3T-26,X3T-27,X3T-28,X3T-29,X3T-30,X3T-31,X3T-32,X3T-33,X3T-34,X3T-35,X3T-36,X3T-37,X3T-38,X3T-39,X3T-40,X3T-41,X3T-42,X3T-43,X3T-44
ZOTU105,9,29,24,58,38,1,39,7,1,4,23,30,34,0,14,6,30,26,15,27,2,10,0,7,36,16,29,3,0,8,34,34,10,11,57,0,110,1,34,7,38,46,0,0,3,25,1,17,62,9,7,6,21,13,0,13,1,0,0,58,359,83,30,12,0,0,0,46,0,80,12,12,15,0,0,0,0,0,0,0,0,0,0,0,2,0,22,23,0,0,2,0,45,3,2,2,14,6,0,1,0,0,0,0,0,1,1,0,38,25,0,2,0,2,4,0,0,0,0,2,1,22,6,0,16,2,9,31,4,0,0,22,0,0,2,0,1,2,15,0,0,2,0,2,14,4,27,21,63,15,0,0,14,7,28,0,0,72,30,37,8,0,0,16,0,49,34,46,0,0,0,15,0,16,5,20,133,34,17,9,35,52,43,5,0,0,0,23,1,16,0,0,4,0,0,4,39,0,13,0,0,0,0,0,16,127,36,45,0,23,62,49,0,0,0
ZOTU144,2,0,14,4,1,0,33,2,0,0,0,0,3,0,11,0,12,68,0,23,0,0,0,0,3,20,0,1,0,0,9,4,0,0,2,0,11,0,2,0,0,0,0,0,7,0,0,0,0,0,0,1,7,3,0,9,0,0,0,0,377,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,4,0,0,35,9,0,7,4,18,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,0,0,0,0
ZOTU126,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,5,0,3,3,0,39,0,0,0,6,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,6,0,0,0
ZOTU179,20,0,5,5,38,0,777,2,0,0,0,0,2,0,246,0,192,1167,4,223,1,0,0,0,70,329,0,0,0,0,84,0,1,0,3,0,7,0,0,0,0,0,2,0,88,0,0,0,0,3,0,0,193,3,1,4,0,0,0,1,10696,1,0,0,0,0,5,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,75,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,32,6,38,0,0,396,0,0,111,2,161,645,0,0,1,0,0,0,1,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,185,0,0,0,0
ZOTU202,1,4,4,3,2,3,2,0,1,6,3,4,1,0,2,0,0,0,2,1,4,3,1,1,3,6,2,0,1,0,1,0,0,2,5,0,6,1,2,1,0,2,0,0,4,2,3,1,1,2,10,0,1,1,0,2,0,0,2,2,2,3,2,8,2,0,0,3,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,2,1,1,0,6,2,3,4,3,0,2,0,1,0,4,3,1,2,2,6,8,2,2,1,1,0,0,0,0,0,1,0,2,0,0,0,3,2,0,0,0,3,2,1,1,2,1,3,2,2,1,0,2,2,0,6,10,3,3,0,6,0,2,0,2,6,8,0,1,1,2,0,2,4,3,4,0,1,6,1,1,1,2,1,1,0,0,0,2,0,5,1,5,1,3,3,0,0,3,1,2,2,0,1,0,0,3,2,2,1,1,0,0,3,0,1,2,2,1,1,3,2,1,5,0,0,0
ZOTU177,3,4,1,11,11,7,23,0,0,11,0,11,0,1,10,0,5,0,25,5,0,3,11,5,0,5,48,22,6,1,2,0,1,0,5,0,3,3,2,0,12,1,0,1,5,8,2,0,0,0,8,4,4,0,0,0,5,0,7,25,6,49,35,9,32,0,0,10,3,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,14,0,0,75,0,1,0,0,6,1,11,1,0,0,0,0,0,0,1,4,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,3,1,0,4,0,7,0,0,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
ZOTU235,1,0,4,20,0,0,14,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,83,12,11,0,0,9,0,661,0,1,0,0,0,0,0,0,7,0,0,0,0,0,84,8,226,1,1,0,0,0,159,21,20,179,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,74,0,0,139,0,0,0,0,0,0,0,0,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,810,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,2,0,54,264,0,0,9,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,415,11,0,0,0,0,0,0,0
ZOTU250,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
ZOTU37,820,65,161,1,64,1389,204,33,4,169,393,460,225,146,4455,403,798,281,1,247,54,69,1,206,117,574,747,274,2,114,336,80,73,1,122,0,67,113,134,0,41,1,1,1,1,667,67,1,2,3,1,0,350,0,1,2,208,1,0,0,97,192,54,319,0,2,1,793,43,171,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,119,0,1,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1741,1,0,1,1,1,1,0,2,375,2,0,0,0,1,0,0,0,97,357,2,64,15,0,3,0,47,0,1,1,0,0,679,1,0,59,0,0,0,1,0,101,1,0,1,0,0,916,0,0,1,0,0,0,0,0,1,0,148,1,0,1,51,2,649,439,0,1
ZOTU30,30,0,0,157,0,0,60,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,104,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,322,93,0,0,0,0,0,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,284,0,0,0,0,0,1,0,0,0,1602,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,1,0
ZOTU203,0,62,0,0,0,0,28,40,1,74,23,46,17,56,1,0,53,0,0,6,19,0,0,0,14,0,0,29,43,0,0,0,1,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,34,187,0,71,44,0,101,0,63,1,127,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,25,49,28,1,0,0,0,0,47,49,1,0,38,70,1,46,0,0,0,0,30,1,0,0,52,38,0,0,61,0,0,0,0,0,0,10,0,0,0,0,0,0,39,0,26,0,0,115,0,119,50,0,1,38,54,0,89,0,0,0,0,32,45,0,0,0,31,0,0,0,0,1,0,0,19,0,0,1,0,36,0,0,18,1,74,67,82,26,30,0,16,6,0,0,0,21,0,0,72,52,0,27,0,21,0,0,184,110,0,66,0,0,0,0,0,68,68,0,0,1,117,0,70,1,61,0,0,44,1,0,31
ZOTU32,0,0,0,0,940,0,0,0,0,0,0,0,0,0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,485,1,0,0,0,0,0,1,0,0,0,0,112,0,0,0,1,0,0,0,0,0,0,0,0,0,254,0,0,126,1,1,0,1,0,0,470,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,53,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,262,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,1342,240,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,122,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,1,0
ZOTU161,0,11,0,0,0,0,5,1,0,20,2,5,6,19,0,0,5,0,0,5,1,0,0,0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,35,0,11,4,0,28,0,11,0,24,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,0,0,0,0,0,8,9,0,0,4,15,0,9,0,0,0,0,4,0,0,0,6,7,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,0,0,24,0,18,6,0,0,8,12,0,17,0,0,0,0,11,10,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,5,0,10,18,24,12,12,0,7,2,0,0,0,7,0,0,11,6,0,7,0,6,0,0,30,24,0,17,0,0,0,0,0,16,21,0,0,0,18,0,18,0,16,0,0,10,0,0,5
ZOTU66,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,346,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,80,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ZOTU101,0,5,0,0,0,0,5,4,0,15,5,9,5,5,0,0,1,0,0,1,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,16,0,13,6,0,16,0,3,0,6,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,4,7,0,0,9,3,0,7,0,0,0,0,4,0,0,0,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,14,0,13,0,0,0,4,10,0,17,0,0,0,0,7,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,6,0,6,14,7,6,3,0,2,3,0,0,0,4,0,0,8,3,0,3,0,3,0,0,32,17,0,13,0,0,0,0,0,21,10,0,0,0,12,0,14,0,11,0,0,11,0,0,1
ZOTU180,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,112,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
ZOTU150,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,395,49,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU48,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,1,0,0,0,0,0,0,172
ZOTU139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU6,29,4,0,3,0,0,0,1,0,0,0,3,1,7,4,1213,253,3,1,1141,975,1126,3555,453,2,3241,2211,2140,5,1301,2,1137,228,2186,5,2705,1,7,6,3222,2,1294,3,1,10,5784,8,4378,6194,8844,2,2652,9,5,3,4,1156,7,12,8083,2,7750,7,4322,3,1,3,4,1,4,6,10,9,0,0,0,2,0,5,0,1,0,2,2,0,2,1,3,2,1,10,1,4,3,0,5,0,2,1,3525,273,2,8,883,2420,6220,3182,1552,1,3538,1096,4069,2,226,6,1,342,66,1,1400,7,7,1,1607,2,341,3293,6,7,0,897,4881,1879,0,3385,1,3,16261,4,3,5,3632,0,2,0,3,0,0,0,1,0,0,0,1,0,2,1,538,846,0,1,2511,2,170,694,699,0,1,577,742,0,2,0,68,35,52,0,517,1,3,4,880,4,1030,7338,0,1,1348,1,3392,135,440,1,1,0,2,4449,0,1471,1,1,626,0,1487,0,2938,0,2,1,1,7,0,0,41,1
ZOTU35,0,0,1921,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU219,0,1,4,0,1,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,3,1,0,12,0,9,0,0,2,12,5,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0
ZOTU13,6,130,0,0,4,0,80,0,0,0,82,0,0,0,0,133,5,0,0,11,0,0,0,7,0,0,0,0,3,0,0,0,59,0,0,35,130,45,4,5,12758,1,0,1,5,3,8,64,0,2,4,2,84,1,2,1,11,6,3,3,0,0,0,101,12,0,0,0,0,1,0,92,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,2,0,100,0,0,0,0,0,65,2,1,2,4,4,1,3,1,0,0,3,34,641,1,0,7423,1,2,5,0,1,1,0,0,0,0,8,1,0,0,0,128,0,0,0,0,0,1,57,0,0,1,0,474,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,82,0,0,0,53,0,0,0,80,0,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ZOTU233,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,20,2,13,55,6,0,47,45,25,0,14,0,16,5,39,0,35,0,0,0,38,0,14,0,0,1,70,0,62,71,155,0,39,0,0,0,0,18,0,0,99,0,140,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,1,11,27,81,44,27,0,61,19,58,0,4,0,0,8,0,0,19,0,0,0,24,0,3,58,0,0,0,19,79,15,0,52,0,0,178,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,43,0,1,11,15,0,0,10,8,0,0,0,0,1,1,0,2,0,0,0,8,0,13,62,0,0,31,0,55,4,10,0,0,0,0,64,0,27,0,0,13,0,19,0,44,0,0,0,0,0,0,0,0,0
ZOTU93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU217,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU9,4,0,0,0,0,0,0,0,0,0,22,21,31,0,0,0,0,0,0,0,0,0,57,51,12,0,0,0,0,0,0,0,0,0,19,17,33,0,0,0,0,0,0,0,0,0,28,26,6,0,0,0,0,52,0,0,0,0,26,27,6,0,0,0,0,0,0,0,0,0,40,40,5,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,41,44,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,20,27,0,0,0,0,0,0,0,0,0,31,13,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,24,22,8
