,Kingdom,Phylum,Class,Order,Family,Genus,Species
ZOTU3,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Barbus,Barbus_barbus
ZOTU63,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Gobio,Gobio_gobio
ZOTU1,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos_taurus
ZOTU21,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus_phoxinus
ZOTU10,Eukaryota,Chordata,Actinopteri,Cypriniformes,,,
ZOTU8,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU22,Eukaryota,Chordata,Mammalia,Artiodactyla,,,
ZOTU2,Eukaryota,Chordata,Actinopteri,,,,
ZOTU69,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens
ZOTU7,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,
ZOTU244,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens
ZOTU168,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Pan,Pan_troglodytes
ZOTU204,Eukaryota,Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor_fiber
ZOTU67,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,
ZOTU229,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU164,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens
ZOTU252,Eukaryota,Chordata,Mammalia,,,,
ZOTU246,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens
ZOTU160,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU40,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Pelecus,
ZOTU138,Eukaryota,Chordata,,,,,
ZOTU214,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU245,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU208,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Barbus,
ZOTU151,Eukaryota,Chordata,,,,,
ZOTU23,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,
ZOTU133,Eukaryota,Chordata,Mammalia,Rodentia,Cricetidae,Terricola,Terricola_subterraneus
ZOTU24,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Pseudochondrostoma,Pseudochondrostoma_polylepis
ZOTU131,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU237,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU220,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU108,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens
ZOTU221,Eukaryota,Chordata,Mammalia,Rodentia,,,
ZOTU106,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Barbus,Barbus_barbus
ZOTU80,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,
ZOTU72,Eukaryota,Chordata,Mammalia,Artiodactyla,,,
ZOTU193,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus_phoxinus
ZOTU207,Eukaryota,Chordata,Mammalia,,,,
ZOTU82,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU184,Eukaryota,Chordata,Mammalia,Artiodactyla,,,
ZOTU4,Eukaryota,Chordata,Amphibia,Anura,Ranidae,Rana,Rana_temporaria
ZOTU172,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis_catus
ZOTU153,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,,
ZOTU79,Eukaryota,Chordata,Aves,Passeriformes,,,
ZOTU29,Eukaryota,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus_philomelos
ZOTU105,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos_taurus
ZOTU144,Eukaryota,Chordata,Aves,Passeriformes,Turdidae,,
ZOTU126,Eukaryota,Chordata,Aves,Anseriformes,,,
ZOTU179,Eukaryota,Chordata,Aves,Passeriformes,Turdidae,,
ZOTU202,Eukaryota,Chordata,Mammalia,,,,
ZOTU177,Eukaryota,Chordata,Amphibia,Anura,Ranidae,Rana,Rana_temporaria
ZOTU235,Eukaryota,Chordata,Aves,Passeriformes,,,
ZOTU250,Eukaryota,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus_vulgaris
ZOTU37,Eukaryota,Chordata,Mammalia,,,,
ZOTU30,Eukaryota,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia_atricapilla
ZOTU203,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,,
ZOTU32,Eukaryota,Chordata,Aves,Passeriformes,Cisticolidae,,
ZOTU161,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos_taurus
ZOTU66,Eukaryota,Chordata,Aves,Passeriformes,,,
ZOTU101,Eukaryota,Chordata,Mammalia,Artiodactyla,,,
ZOTU180,Eukaryota,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,
ZOTU150,Eukaryota,Chordata,Mammalia,,,,
ZOTU48,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Mystacoleucus,Mystacoleucus_marginatus
ZOTU139,Eukaryota,Chordata,Actinopteri,Siluriformes,Clariidae,,
ZOTU6,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus_gobio
ZOTU35,Eukaryota,Chordata,Actinopteri,Perciformes,Percidae,Perca,Perca_fluviatilis
ZOTU219,Eukaryota,Chordata,,,,,
ZOTU13,Eukaryota,Chordata,Mammalia,,,,
ZOTU233,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus_gobio
ZOTU93,Eukaryota,Chordata,Actinopteri,,,,
ZOTU217,Eukaryota,Chordata,,,,,
ZOTU9,Eukaryota,Chordata,Actinopteri,,,,
ZOTU209,Eukaryota,Chordata,Actinopteri,,,,
ZOTU99,Eukaryota,Chordata,Actinopteri,,,,
ZOTU11,Eukaryota,Chordata,Amphibia,Anura,Bufonidae,Bufo,Bufo_bufo
ZOTU211,Eukaryota,Chordata,Actinopteri,,,,
ZOTU197,Eukaryota,Chordata,Amphibia,Anura,Bufonidae,Bufo,Bufo_bufo
ZOTU157,Eukaryota,Chordata,Mammalia,,,,
ZOTU104,Eukaryota,Chordata,Actinopteri,Esociformes,Esocidae,Esox,Esox_lucius
ZOTU174,Eukaryota,Chordata,Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_limnocharis
ZOTU247,Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Apodemus,
ZOTU44,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes_vulpes
ZOTU33,Eukaryota,Chordata,Aves,,,,
ZOTU78,Eukaryota,Chordata,Mammalia,Rodentia,Cricetidae,,
ZOTU50,Eukaryota,Chordata,Actinopteri,,,,
ZOTU128,Eukaryota,Chordata,Mammalia,,,,
ZOTU213,Eukaryota,Chordata,Actinopteri,,,,
ZOTU53,Eukaryota,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea_cinerea
ZOTU187,Eukaryota,Chordata,Actinopteri,,,,
ZOTU223,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis_catus
ZOTU92,Eukaryota,Chordata,Aves,Passeriformes,,,
ZOTU84,Eukaryota,Chordata,Mammalia,Eulipotyphla,Soricidae,Neomys,Neomys_fodiens
ZOTU114,Eukaryota,Chordata,Aves,Procellariiformes,,,
ZOTU141,Eukaryota,Chordata,Actinopteri,,,,
ZOTU91,Eukaryota,Chordata,Mammalia,Artiodactyla,,,
ZOTU140,Eukaryota,Chordata,Aves,Passeriformes,Turdidae,,
ZOTU81,Eukaryota,Chordata,Mammalia,,,,
ZOTU97,Eukaryota,Chordata,Actinopteri,Siluriformes,Bagridae,Sperata,Sperata_seenghala
ZOTU134,Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus_sylvaticus
ZOTU148,Eukaryota,Chordata,Mammalia,Primates,,,
ZOTU173,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles_meles
ZOTU215,Eukaryota,Chordata,Mammalia,,,,
ZOTU194,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,Gulo_gulo
ZOTU227,Eukaryota,Chordata,Mammalia,Carnivora,,,
ZOTU87,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,Gulo_gulo
ZOTU61,Eukaryota,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo_buteo
ZOTU249,Eukaryota,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo_buteo
ZOTU222,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Mergellus,Mergellus_albellus
ZOTU143,Eukaryota,Chordata,Mammalia,Rodentia,Gliridae,Glis,Glis_glis
ZOTU170,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama_dama
ZOTU98,Eukaryota,Chordata,Mammalia,,,,
ZOTU190,Eukaryota,Chordata,,,,,
ZOTU85,Eukaryota,Chordata,Aves,Passeriformes,Thraupidae,Conirostrum,Conirostrum_albifrons
ZOTU156,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Monotrete,
ZOTU75,Eukaryota,Chordata,Aves,,,,
ZOTU62,Eukaryota,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus_vulgaris
ZOTU169,Eukaryota,Chordata,Aves,Passeriformes,,,
ZOTU56,Eukaryota,Chordata,Aves,Passeriformes,,,
ZOTU241,Eukaryota,Chordata,Mammalia,Artiodactyla,,,
ZOTU216,Eukaryota,Chordata,Amphibia,Anura,Alytidae,Alytes,Alytes_obstetricans
ZOTU238,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,Capreolus_capreolus
ZOTU234,Eukaryota,Chordata,Actinopteri,,,,
ZOTU112,Eukaryota,Chordata,Actinopteri,Siluriformes,,,
ZOTU149,Eukaryota,Chordata,Mammalia,,,,
ZOTU200,Eukaryota,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus_vulgaris
ZOTU225,Eukaryota,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea_cinerea
ZOTU205,Eukaryota,Chordata,Mammalia,,,,
ZOTU71,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Aix,Aix_galericulata
ZOTU166,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cirrhinus,Cirrhinus_cirrhosus
ZOTU154,Eukaryota,Chordata,Mammalia,Eulipotyphla,Soricidae,Neomys,Neomys_anomalus
ZOTU83,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Paralaubuca,Paralaubuca_typus
ZOTU226,Eukaryota,Chordata,Mammalia,,,,
ZOTU147,Eukaryota,Chordata,Aves,Passeriformes,Passeridae,Prunella,Prunella_modularis
ZOTU192,Eukaryota,Chordata,Actinopteri,Beloniformes,Zenarchopteridae,Dermogenys,Dermogenys_pusilla
ZOTU165,Eukaryota,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix_uralensis
ZOTU94,Eukaryota,Chordata,Mammalia,,,,
ZOTU102,Eukaryota,Chordata,Actinopteri,Siluriformes,,,
ZOTU96,Eukaryota,Chordata,Actinopteri,,,,
ZOTU243,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis_lupus
ZOTU182,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupeichthys,Clupeichthys_perakensis
ZOTU136,Eukaryota,Chordata,Aves,,,,
ZOTU210,Eukaryota,Chordata,Mammalia,Rodentia,,,
ZOTU178,Eukaryota,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,,
ZOTU163,Eukaryota,Chordata,Actinopteri,Siluriformes,,,
ZOTU158,Eukaryota,Chordata,,,,,
ZOTU175,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama_dama
ZOTU231,Eukaryota,Chordata,Mammalia,,,,
ZOTU183,Eukaryota,Chordata,Aves,Pelecaniformes,,,
ZOTU171,Eukaryota,Chordata,Actinopteri,Anabantiformes,Anabantidae,Anabas,Anabas_testudineus
ZOTU185,Eukaryota,Chordata,Mammalia,,,,
ZOTU103,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Henicorhynchus,Henicorhynchus_siamensis
ZOTU181,Eukaryota,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,Bombina_variegata
ZOTU122,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
ZOTU146,Eukaryota,Chordata,Actinopteri,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus_favus
ZOTU201,Eukaryota,Chordata,Mammalia,Primates,,,
ZOTU159,Eukaryota,Chordata,Actinopteri,Cypriniformes,Balitoridae,,
ZOTU240,Eukaryota,Chordata,,,,,
ZOTU188,Eukaryota,Chordata,,,,,
ZOTU155,Eukaryota,Chordata,Actinopteri,Osteoglossiformes,Notopteridae,Notopterus,Notopterus_notopterus