Family,Lasker18Sc122_3_D0052,Lasker18Sc122_5_D0053,Lasker18Sc122_17_D0057,Lasker18Sc122_19_D0058,Lasker18Sc123_3_D0063,Lasker18Sc123_5_D0064,Lasker18Sc123_17_D0068,Lasker18Sc123_19_D0069,Lasker18Sc124_3_D0073,Lasker18Sc124_5_D0074,Lasker18Sc124_17_D0078,Lasker18Sc124_19_D0079,Lasker18Sc126_3_D0085,Lasker18Sc126_5_D0086,Lasker18Sc126_17_D0090,Lasker18Sc127_3_D0095,Lasker18Sc127_5_D0096,Lasker18Sc127_17_D0100,Lasker18Sc127_19_D0101,Lasker18Sc128_3_D0105,Lasker18Sc128_7_D0107,Lasker18Sc128_16_D0110,Lasker18Sc128_19_D0111,Lasker18Sc129_3_D0116,Lasker18Sc129_5_D0117,Lasker18Sc129_17_D0121,Lasker18Sc129_19_D0122,Lasker18Sc130_3_D0127,Lasker18Sc130_5_D0128,Lasker18Sc130_17_D0132,Lasker18Sc130_19_D0133,Lasker18Sc132_3_D0137,Lasker18Sc132_5_D0138,Lasker18Sc132_17_D0142,Lasker18Sc132_19_D0143,Lasker18Sc133_3_D0147,Lasker18Sc133_5_D0148,Lasker18Sc133_17_D0152,Lasker18Sc133_19_D0153,Lasker18Sc134_3_D0158,Lasker18Sc134_5_D0159,Lasker18Sc134_17_D0163,Lasker18Sc134_19_D0164,Lasker18Sc135_17_D0173,Lasker18Sc135_19_D0174,Lasker18Sc145_3_D0219,Lasker18Sc145_5_D0220,Lasker18Sc145_17_D0224,Lasker18Sc145_19_D0225,Lasker18Sc150_3_D0229,Lasker18Sc150_5_D0230,Lasker18Sc150_17_D0234,Lasker18Sc150_19_D0235,Lasker18Sc151_3_D0240,Lasker18Sc151_5_D0241,Lasker18Sc151_17_D0245,Lasker18Sc151_19_D0246,Lasker18Sc153_3_D0250,Lasker18Sc153_5_D0251,Lasker18Sc153_17_D0255,Lasker18Sc153_19_D0256,Lasker18Sc154_3_D0260,Lasker18Sc154_5_D0261,Lasker18Sc154_17_D0265,Lasker18Sc154_19_D0266,Lasker18Sc158_3_D0270,Lasker18Sc158_5_D0271,Lasker18Sc158_17_D0275,Lasker18Sc158_19_D0276
Cirratulidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,73,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladonematidae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladosporiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladostephaceae,0,0,0,0,0,0,0,0,0,0,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clathriidae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clausocalanidae,1,419,4,782,10,3,0,4,20665,29198,0,0,4587,2,1,30,3927,5204,3687,3,13243,8,0,1566,0,3117,5278,0,0,0,229,0,0,0,0,7039,3001,1,3,216,5496,1,0,12499,4308,1434,6956,14,2627,60,16,255,1,0,2,4,0,3627,0,2,0,3,1,2,0,563,2,0,2095
Clausophyidae,14,0,148,0,21,0,4,0,2,727,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clionaidae,3,8,0,0,0,0,0,0,4,4,0,2,4,1,0,0,6,0,0,0,0,0,0,0,2,0,0,1,8,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,1,5,0,0,16,8,0,0,2,1,0,0,3,2,0,0,1,3,0,0,9,2,0,0
Clionidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cochliopodiidae,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,6,3,0,0,3,0,0,7,0,4,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,7,1,5,0,5,6,0,0,0,1,0,0,0,3,0,2,0,3
Colaconemataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Cordycipitaceae,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corycaeidae,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corymorphidae,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,8,0
Corynidae,15,0,0,0,21,9,0,2,19,62,75,30,0,17,0,11,45,0,0,13,21,3,1,0,0,0,0,14,32,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,13,24,0,0,1,10,0,0,24,0,0,0,4,0,1,2,3,0,0,0
Coscinodiscaceae,2,7,25,31,1,4,1,0,0,0,206,148,9,21,0,0,14,3,1,2,7,13,21,0,3,84,65,3,6,1,5,2,26,0,1,1,114,2,1,10,5,4,2,2,0,26,6,0,0,24,18,0,2,35,28,0,0,6,9,0,0,4,2,0,5,9,7,0,0
Cuninidae,0,0,0,0,4,23,0,0,0,7,0,0,30,27,0,45,743,0,0,0,1,0,0,0,0,0,0,0,9,0,0,17,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyclopidae,0,0,0,1,1,0,0,0,0,29,0,0,0,0,0,0,6061,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Cymatosiraceae,1,9,4,0,9,30,67,36,2,12,0,0,2,2,1,20,21,5,2,6,6,1,0,0,0,10,5,12,15,6,18,5,8,338,362,24,25,11063,10934,51,71,242,250,67,30,16,3,2030,4826,30,19,1312,1058,12,20,334,303,18,30,110,130,8,8,3906,2293,11,11,672,481
Cymothoidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,15,0,0,10,8,0,0,0,0,1,9,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0
Cystobasidiaceae,1,14,0,0,0,0,0,0,1,58,0,0,31,0,0,5,37,0,0,3,5,0,0,0,0,0,0,0,1,0,0,43,32,0,0,42,131,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,59,2,0,0,0,26,0,0,5,0,7,0,0,0,0,0
Cystocloniaceae,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Delesseriaceae,95,205,0,2,28,47,0,0,30,112,0,0,178,67,0,134,241,0,0,29,109,0,0,5,19,0,0,163,183,0,0,269,287,0,0,318,307,6,0,31,27,0,1,0,0,203,107,0,0,231,218,23,12,408,105,6,14,91,119,0,1,213,157,27,3,46,11,0,6
Delphinidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Dendrasteridae,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,834
Desmacellidae,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,22,0,3,0,59,111,10,14,47,23,57,28,251,149,124,58,0,14,0,28,14,0,0,25,0,0,0,52,3,4,0,0,0,0,71,35,45,7,68,4
Desmarestiaceae,0,0,0,0,0,7,0,0,0,5,0,0,4,0,0,0,39,0,0,71,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,19,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,0,0
Dictyonellidae,4,0,0,0,5,8,0,0,0,2,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,11,1,0,0,42,15,2,0,17,13,23,8,23,18,0,0,0,0,2,3,0,2,32,1,7,2,2,5,0,1,1,1,0,0,11,12,4,0,2,0,0,3
Dictyotaceae,1,14,0,0,0,1,0,0,0,0,2,0,3,0,2,3,0,0,0,0,5,0,2,4,1,3,4,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Dinobryaceae,0,0,5,0,0,0,0,0,0,0,78,70,0,0,0,0,0,0,0,0,0,5,3,0,0,2,1,0,0,0,0,0,0,0,1,1,3,0,0,5,12,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Diphyidae,0,4,0,0,0,0,0,5,0,0,0,0,0,2,0,0,61,0,0,0,0,0,0,3,9,26,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolichomastigaceae,0,0,0,0,3,0,1,0,0,0,3,10,0,0,0,0,0,0,1,0,0,8,7,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Dothioraceae,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,2,0,0,0,0,0,0,0,0
Durvillaeaceae,8,0,3,1,5,10,0,0,0,0,13,17,1,4,0,1,25,1,0,0,0,24,13,5,1,33,17,2,0,7,0,4,5,0,0,43,0,8,0,0,11,0,3,0,0,27,21,0,0,15,78,13,0,0,0,0,0,24,43,0,0,0,0,0,0,39,15,0,0
Ectocarpaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,6,1,0,3,0,0,0,0,0,3,4,0,0,3,2,0,0,4,1,0,0,2,0,0,0,2,0,0,0,0,0
Eirenidae,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0
Enoploteuthidae,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entolomataceae,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etheliaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Eucalanidae,0,0,0,1,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11279,1,3,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Euchlanidae,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,112,0,0,21,44,0,0,160,189,0,0,5,3,301,674,0,0,1431,2508,0,2,3,0,0,0,5,33,0,0,387,877,0,0,7,489,0,0,3,0
Euphausiidae,20,5,0,0,0,0,151,0,8,2,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,9,0,36,8,11,3,5,8,0,5,6,19,12795,133,4,7,5,3,0,0,3,2,611,0,368,699,52,11227,10,4,0,1,8,221,3502,13,3,2,89,117,8,2,183,12109
Flabelligeridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Forskaliidae,8,58,0,8,0,5,0,0,93,489,0,0,696,1863,0,371,2061,1,1,51,365,106,0,1,3,0,0,691,250,0,0,484,835,0,0,643,5631,0,0,0,104,0,0,1,1,380,108,0,0,509,265,478,39,0,444,2,0,606,662,0,0,526,432,2,152,633,54,78,21
Fragilariaceae,1,8,0,0,0,11,0,6,2,0,1,1,5,5,31,7,11,55,76,0,0,123,43,0,0,68,77,8,16,59,59,5,0,10,7,51,23,11,11,13,8,1,3,113,43,6,7,6,32,4,8,54,27,0,0,74,75,7,1,22,33,8,9,59,101,9,18,60,42
Galatheidae,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelidiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geminigeraceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,31,14,0,0,36,78,8,0,25,10,10,0,4,0,23,69,5,1,11,10,0,0,10,0,0,0,6,10,0,0,114,136,0,1,18,8
Gigartinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,0
Glyceridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
Gomphonemataceae,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1
Gonatidae,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graphidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Guyniidae,0,2,0,0,0,0,0,0,4,9,0,0,1,0,0,4,15,0,0,4,1,0,0,3,0,0,0,2,3,0,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,0,0,10,1,0,0,0,2,0,0,6,2,0,0,2,0,0,0
Gymnodiniaceae,0,3,0,2,3,3,2,0,1,7,0,0,1,7,4,2,10,25,4,0,3,2,0,2,2,11,3,2,2,0,0,7,0,0,0,3,2,0,0,0,0,3,0,2,6,3,3,0,0,9,2,1,1,2,2,0,4,3,0,0,1,0,3,0,0,4,3,0,0
Halichondriidae,11,34,0,0,23,48,0,0,3,19,0,0,61,48,0,43,51,0,0,2,0,0,0,6,22,0,0,105,108,0,0,109,80,0,0,57,59,0,0,20,30,0,0,0,0,106,52,0,0,110,169,0,0,357,99,0,0,76,45,0,0,118,83,8,3,111,53,0,0
Halicreatidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halymeniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0
Hapalidiaceae,0,1,0,0,0,1,0,0,0,5,0,0,0,2,0,0,16,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,2,0,1,4,0,2,2,5,2,0,0,3,3,2,2,6,33,3,1,13,15,12,7,321,355,5,17,282,240,0,0,11,1,17,9,29,41
Hartmannellidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Helicarionidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Hemiaulaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Herpotrichiellaceae,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,14,0,0,0,38,0,0,0,0,0,0,0
Hesionidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,9,0,0,23,0,0,0,0,0,0,0,79,130,0,0,0,0,0,0,0,1,0,0
Hippolytidae,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hormosiraceae,0,3,3,1,36,87,164,118,1,9,1,0,32,38,2,34,79,20,10,0,3,3,10,3,0,25,14,5,12,0,9,5,1,4,14,3,13,85,147,14,8,9,6,9,2,5,1,522,718,1,0,41,29,1,2,35,29,13,1,24,30,2,0,43,18,3,3,16,20
Hyalellidae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyalodiscaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydridae,1,2,0,0,1,12,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,9,0,0,3,0,0,0,1,0,0,0,0,0,6,0,0,0,0,3,0,1,0,0,1,11,1,4,3,2,0,0,0,6,6,1,6,5
Hygromiidae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hymenocladiaceae,7,2,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,7,1,0,0,0,2,0,0,2,0,0,0,0,1,1,0,1,5,0,0
Isochrysidaceae,0,0,0,1,0,0,0,0,0,0,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,1,0
Kallymeniaceae,7,12,0,1,0,0,0,0,4,6,0,0,4,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,4,0,0,3,6,0,0,10,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,6,4,0,0,3,3,0,0,0,0,0,0,3,0,0,0
Kareniaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,9,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Katablepharidaceae,0,0,3,16,0,3,0,0,3,0,0,1,0,0,5,3,0,7,10,0,2,27,7,0,0,18,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
